scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE65_9PAY_PY6,65,9,9 Years,6,71,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,3,56,A56 8 Years / PY6; A56 10 Years / PY4; A56 10 Years / PY9,100000,11111.11,18444444.44,900000,1523.7,18284.4,1523.7,18284.4,2.0316,60,125,false,125,4.352,-1.41,10.32,4.548072,40,105,899337.33,899337.33,1547499.47,2446836.8,2588243.99,901279.04,901279.04,3489523.02,4.352,6.35,1.998,900000,54000,569249.91,177260.3,800510.21,315360,485150.21,5312999.57,75326.29,0,106312.5,18284.4,18284.4,427500,37006.29,145572.8,746216.39,41887.31,559222.54,782102.14,51978.6,1547499.47,899337.33,60,125
AGE65_9PAY_PY7,65,9,9 Years,7,72,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,4,56,A56 8 Years / PY6; A56 8 Years / PY10; A56 10 Years / PY4; A56 10 Years / PY9,100000,11111.11,18444444.44,900000,2052.958594,24635.503125,2052.958594,24635.503125,2.737278,60,125,false,125,4.383,-1.41,10.32,4.586574,40,105,924811.39,924811.39,1573722.3,2498533.69,2643953.02,926807.94,926807.94,3570760.96,4.383,6.35,1.967,900000,54000,569249.91,182069.15,805319.06,315360,489959.06,5267745.98,75326.29,0,106312.5,24635.5,24635.5,528750,38956.15,129257.79,771499.9,43356.7,556024.79,807521.34,53451.37,1573722.3,924811.39,60,125
AGE65_9PAY_PY8,65,9,9 Years,8,73,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,4,56,A56 8 Years / PY6; A56 8 Years / PY10; A56 10 Years / PY4; A56 10 Years / PY9,100000,11111.11,18444444.44,900000,2582.217187,30986.60625,2582.217187,30986.60625,3.442956,60,125,false,125,4.414,-1.41,10.32,4.611787,40,105,950285.44,950285.44,1596994.1,2547279.54,2696704.9,952336.84,952336.84,3649041.74,4.414,6.35,1.936,900000,54000,569249.91,186877.99,810127.9,315360,494767.9,5222492.39,75326.29,0,106312.5,30986.61,30986.61,654383.06,40343.76,107366.56,796783.41,44825.91,549881.28,832940.55,54923.49,1596994.1,950285.44,60,125
AGE65_9PAY_PY9,65,9,9 Years,9,74,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,3,56,A56 8 Years / PY6; A56 8 Years / PY10; A56 10 Years / PY9,100000,11111.11,18444444.44,900000,3111.475781,37337.709375,3111.475781,37337.709375,4.148634,60,125,false,125,4.445,-1.41,10.32,4.625386,40,105,975759.5,975759.5,1617315.72,2593075.22,2746499.85,977865.75,977865.75,3724365.6,4.445,6.35,1.905,900000,54000,569249.91,191686.83,814936.74,315360,499576.74,5177238.81,75326.29,0,106312.5,37337.71,37337.71,748900.07,41794,79131.71,822066.92,46294.65,540792.42,858359.76,56395.15,1617315.72,975759.5,60,125
AGE65_9PAY_PY10,65,9,9 Years,10,75,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 8 Years / PY10; A56 10 Years / PY10,100000,11111.11,18444444.44,900000,3690.346875,44284.1625,3690.346875,44284.1625,4.920463,60,125,false,125,4.485,-1.41,10.32,4.65042,40,105,1011138.41,1011138.41,1644544.13,2655682.54,2814664.16,1013321.03,1013321.03,3827985.19,4.485,6.35,1.865,900000,54000,569249.91,198250.22,821500.13,315360,506140.13,5116731.75,75326.29,0,106312.5,44284.16,44284.16,857311.54,44284.16,44284.16,857311.54,48335.18,527173.2,893662.31,58439.48,1644544.13,1011138.41,60,125
AGE65_9PAY_PY11,65,9,9 Years,11,76,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,4,56,A56 8 Years / PY10; A56 8 Years / PY15; A56 10 Years / PY10; A56 10 Years / PY14,100000,11111.11,18444444.44,900000,3999.721875,47996.6625,3999.721875,47996.6625,5.332963,60,125,false,125,4.52625,-1.41,10.32,4.715361,40,105,1065847.61,1065847.61,1691598.15,2757445.76,2925052.99,1068148.35,1068148.35,3993201.34,4.52625,6.35,1.82375,900000,54000,569249.91,207717.18,830967.09,315360,515607.09,5036343.64,75326.29,0,106312.5,47996.66,47996.66,901808.21,0,0,867498.07,51491.59,511030.35,948253.73,61602.98,1691598.15,1065847.61,60,125
AGE65_9PAY_PY12,65,9,9 Years,12,77,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,4,56,A56 8 Years / PY10; A56 8 Years / PY15; A56 10 Years / PY10; A56 10 Years / PY14,100000,11111.11,18444444.44,900000,4309.096875,51709.1625,4309.096875,51709.1625,5.745463,60,125,false,125,4.5675,-1.41,10.32,4.76238,40,105,1120556.81,1120556.81,1732319.21,2852876.02,3029095.35,1122975.67,1122975.67,4152071.02,4.5675,6.35,1.7825,900000,54000,569249.91,217184.15,840434.06,315360,525074.06,4955955.52,75326.29,0,106312.5,51709.16,51709.16,949130.78,0,0,877684.61,54646.88,488567.14,1002845.14,64765.46,1732319.21,1120556.81,60,125
AGE65_9PAY_PY13,65,9,9 Years,13,78,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,4,56,A56 8 Years / PY10; A56 8 Years / PY15; A56 10 Years / PY10; A56 10 Years / PY14,100000,11111.11,18444444.44,900000,4618.471875,55421.6625,4618.471875,55421.6625,6.157963,60,125,false,125,4.60875,-1.41,10.32,4.794271,40,105,1175266.01,1175266.01,1766708.55,2941974.56,3126792.49,1177803,1177803,4304595.49,4.60875,6.35,1.74125,900000,54000,569249.91,226651.11,849901.02,315360,534541.02,4875567.41,75326.29,0,106312.5,55421.66,55421.66,1024468.31,0,0,887871.15,57801.94,459785.03,1057436.55,67926.94,1766708.55,1175266.01,60,125
AGE65_9PAY_PY14,65,9,9 Years,14,79,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,3,56,A56 8 Years / PY10; A56 8 Years / PY15; A56 10 Years / PY14,100000,11111.11,18444444.44,900000,4927.846875,59134.1625,4927.846875,59134.1625,6.570463,60,125,false,125,4.65,-1.41,10.32,4.813424,40,105,1229975.21,1229975.21,1794767.74,3024742.95,3218145.07,1232630.32,1232630.32,4450775.4,4.65,6.35,1.7,900000,54000,569249.91,236118.07,859367.98,315360,544007.98,4795179.3,75326.29,0,106312.5,59134.16,59134.16,1100445.64,0,0,898057.69,60956.32,424684.58,1112027.96,71088.19,1794767.74,1229975.21,60,125
AGE65_9PAY_PY15,65,9,9 Years,15,80,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,46; 56,A56 8 Years / PY15; A46 10 Years / PY15,100000,11111.11,18444444.44,900000,5205.5625,62466.75,5205.5625,62466.75,6.94075,60,125,false,125,4.69,-1.41,10.32,4.834878,40,105,1289376.79,1289376.79,1822889.14,3112265.93,3314994.98,1292160.82,1292160.82,4607155.8,4.69,6.35,1.66,900000,54000,569249.91,246141.3,869391.21,315360,554031.21,4712613.64,75326.29,0,106312.5,62466.75,62466.75,1162032.98,0,0,903044.25,64381.39,384224.63,1171302.86,74520.9,1822889.14,1289376.79,60,125
AGE65_9PAY_PY16,65,9,9 Years,16,81,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,4,46; 56,A56 8 Years / PY6; A56 8 Years / PY15; A46 10 Years / PY15; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,5575.758333,66909.1,5575.758333,66909.1,7.434344,60,125,false,125,4.725,-1.41,10.32,4.852997,40,105,1349635.67,1349635.67,1847582.24,3197217.9,3409409.44,1352549.72,1352549.72,4761959.17,4.725,6.35,1.625,900000,54000,569249.91,255988.03,879237.94,315360,563877.94,4634188.92,75326.29,0,106312.5,66909.1,66909.1,1200247.65,0,0,913649.44,67856.13,339344.54,1231424.86,78002.89,1847582.24,1349635.67,60,125
AGE65_9PAY_PY17,65,9,9 Years,17,82,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,4,46; 56,A56 8 Years / PY6; A56 8 Years / PY15; A46 10 Years / PY15; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,5945.954167,71351.45,5945.954167,71351.45,7.927939,60,125,false,125,4.76,-1.41,10.32,4.860857,40,105,1409894.54,1409894.54,1865303.27,3275197.81,3496836.42,1412938.63,1412938.63,4909775.05,4.76,6.35,1.59,900000,54000,569249.91,265834.75,889084.66,315360,573724.66,4555764.2,75326.29,0,106312.5,71351.45,71351.45,1254132.51,0,0,924254.63,71351.89,287505.41,1291546.85,81484.37,1865303.27,1409894.54,60,125
AGE65_9PAY_PY18,65,9,9 Years,18,83,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,4,46; 56,A56 8 Years / PY6; A56 8 Years / PY15; A46 10 Years / PY15; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,6316.15,75793.8,6316.15,75793.8,8.421533,60,125,false,125,4.795,-1.41,10.32,4.860058,40,105,1470153.42,1470153.42,1876053.03,3346206.45,3577277.58,1473327.52,1473327.52,5050605.1,4.795,6.35,1.555,900000,54000,569249.91,275681.48,898931.39,315360,583571.39,4477339.48,75326.29,0,106312.5,75793.8,75793.8,1322797.13,0,0,934859.81,75932.41,228675.98,1351668.85,84965.25,1876053.03,1470153.42,60,125
AGE65_9PAY_PY19,65,9,9 Years,19,84,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,4,46; 56,A56 8 Years / PY6; A56 8 Years / PY15; A46 10 Years / PY15; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,6686.345833,80236.15,6686.345833,80236.15,8.915128,60,125,false,125,4.83,-1.41,10.32,4.851953,40,105,1530412.3,1530412.3,1879832.44,3410244.74,3650733.12,1533716.43,1533716.43,5184449.54,4.83,6.35,1.52,900000,54000,569249.91,285528.21,908778.12,315360,593418.12,4398914.77,75326.29,0,106312.5,80236.15,80236.15,1409613.46,0,0,945465,81169.68,161405.83,1411790.84,88446.96,1879832.44,1530412.3,60,125
AGE65_9PAY_PY20,65,9,9 Years,20,85,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 20 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,3,56,A56 8 Years / PY6; A56 8 Years / PY15; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,6956.25,83475,6956.25,83475,9.275,60,125,false,125,4.855,-1.41,10.32,4.809379,40,105,1578676.33,1578676.33,1858504.73,3437181.06,3685167.9,1582084.58,1582084.58,5267252.47,4.855,6.35,1.495,900000,54000,569249.91,293248.7,916498.61,315360,601138.61,4339106.27,75326.29,0,106312.5,83475,83475,1459943.77,0,0,950767.59,83475,83475,1459943.77,91314.79,1858504.73,1578676.33,60,125
AGE65_9PAY_PY21,65,9,9 Years,21,86,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 21 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,4,56,A56 8 Years / PY6; A56 8 Years / PY15; A56 10 Years / PY4; A56 10 Years / PY20,100000,11111.11,18444444.44,900000,7157.489063,85889.86875,7157.489063,85889.86875,9.543319,60,125,false,125,4.870938,-1.41,10.32,4.718308,40,105,1601866.63,1601866.63,1802947.92,3404814.55,3657021.61,1605324.91,1605324.91,5262346.52,4.870938,6.35,1.479063,900000,54000,569249.91,297096.08,920345.99,315360,604985.99,4307873.88,75326.29,0,106312.5,85889.87,85889.87,1485152.52,0,0,955560.8,0,0,1483081.9,95367.71,1802947.92,1601866.63,60,125
AGE65_10PAY_PY4,65,10,10 Years,4,69,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,56,A56 10 Years / PY4,100000,10000,16600000,1000000,318.583333,3823,318.583333,3823,0.3823,60,125,false,125,4.29,-1.43,10.32,4.480815,40,105,969325,969325,1659190,2628515,2780922,971418,971418,3752340,4.29,6.35,2.06,1000000,58000,632499.9,189293.41,879793.31,350400,529393.31,5752929,71508,0,105000,3823,3823,200000,38674,148052,800000,44815,595681,839128,56023,1659190,969325,60,125
AGE65_10PAY_PY5,65,10,10 Years,5,70,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY4; A56 10 Years / PY9,100000,10000,16600000,1000000,868.75,10425,868.75,10425,1.0425,60,125,false,125,4.312,-1.43,10.32,4.523293,40,105,986621.2,986621.2,1679625.8,2666247,2821381.6,988751.4,988751.4,3810133,4.312,6.35,2.038,1000000,58000,632499.9,192602.31,883102.21,350400,532702.21,5721303.6,71508,0,105000,10425,10425,300000,36173.2,143352,817011.2,45812.4,596138.4,856387,57023.2,1679625.8,986621.2,60,125
AGE65_10PAY_PY6,65,10,10 Years,6,71,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY4; A56 10 Years / PY9,100000,10000,16600000,1000000,1418.916667,17027,1418.916667,17027,1.7027,60,125,false,125,4.334,-1.43,10.32,4.552855,40,105,1003917.4,1003917.4,1698055.2,2701972.6,2859830.8,1006084.8,1006084.8,3865915.6,4.334,6.35,2.016,1000000,58000,632499.9,195911.2,886411.1,350400,536011.1,5689678.2,71508,0,105000,17027,17027,400000,36046.2,137757.6,834022.4,46810.4,594593,873646,58023,1698055.2,1003917.4,60,125
AGE65_10PAY_PY7,65,10,10 Years,7,72,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY4; A56 10 Years / PY9,100000,10000,16600000,1000000,1969.083333,23629,1969.083333,23629,2.3629,60,125,false,125,4.356,-1.43,10.32,4.570696,40,105,1021213.6,1021213.6,1714478.8,2735692.4,2896269.6,1023418.2,1023418.2,3919687.8,4.356,6.35,1.994,1000000,58000,632499.9,199220.1,889720,350400,539320,5658052.8,71508,0,105000,23629,23629,500000,38271.4,127723.6,851033.6,47807.6,591044.4,890905,59023,1714478.8,1021213.6,60,125
AGE65_10PAY_PY8,65,10,10 Years,8,73,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY4; A56 10 Years / PY9,100000,10000,16600000,1000000,2519.25,30231,2519.25,30231,3.0231,60,125,false,125,4.378,-1.43,10.32,4.578078,40,105,1038509.8,1038509.8,1728896.4,2767406.2,2930698.8,1040751.6,1040751.6,3971450.4,4.378,6.35,1.972,1000000,58000,632499.9,202528.99,893028.89,350400,542628.89,5626427.4,71508,0,105000,30231,30231,619415.2,42697.8,109733.6,868044.8,48805,585493.4,908164,60022.2,1728896.4,1038509.8,60,125
AGE65_10PAY_PY9,65,10,10 Years,9,74,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,56,A56 10 Years / PY9,100000,10000,16600000,1000000,3069.416667,36833,3069.416667,36833,3.6833,60,125,false,125,4.4,-1.43,10.32,4.576255,40,105,1055806,1055806,1741309,2797115,2963118,1058085,1058085,4021203,4.4,6.35,1.95,1000000,58000,632499.9,205837.89,896337.79,350400,545937.79,5594802,71508,0,105000,36833,36833,752598,43629,80462,885056,49802,577940,925423,61021,1741309,1055806,60,125
AGE65_10PAY_PY10,65,10,10 Years,10,75,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,56,A56 10 Years / PY10,100000,10000,16600000,1000000,3729.833333,44758,3729.833333,44758,4.4758,60,125,false,125,4.44,-1.43,10.32,4.611617,40,105,1095113,1095113,1773620,2868733,3040918,1097477,1097477,4138395,4.44,6.35,1.91,1000000,58000,632499.9,213045.78,903545.68,350400,553145.68,5529280,71508,0,105000,44758,44758,924203,44758,44758,924203,52069,564861,964645,63293,1773620,1095113,60,125
AGE65_10PAY_PY11,65,10,10 Years,11,76,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY10; A56 10 Years / PY14,100000,10000,16600000,1000000,4115.770833,49389.25,4115.770833,49389.25,4.938925,60,125,false,125,4.4825,-1.43,10.32,4.673708,40,105,1152180.5,1152180.5,1821830.25,2974010.75,3155189,1154667.5,1154667.5,4309856.5,4.4825,6.35,1.8675,1000000,58000,632499.9,222975.53,913475.43,350400,563075.43,5444419,71508,0,105000,49389.25,49389.25,974954.25,0,0,935758.5,55361.5,547154.5,1021589.25,66592.25,1821830.25,1152180.5,60,125
AGE65_10PAY_PY12,65,10,10 Years,12,77,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY10; A56 10 Years / PY14,100000,10000,16600000,1000000,4501.708333,54020.5,4501.708333,54020.5,5.40205,60,125,false,125,4.525,-1.43,10.32,4.718437,40,105,1209248,1209248,1863435,3072683,3262840.5,1211858,1211858,4474698.5,4.525,6.35,1.825,1000000,58000,632499.9,232905.29,923405.19,350400,573005.19,5359558,71508,0,105000,54020.5,54020.5,1030923.5,0,0,947314,58652.5,522855,1078533.5,69891,1863435,1209248,60,125
AGE65_10PAY_PY13,65,10,10 Years,13,78,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,56,A56 10 Years / PY10; A56 10 Years / PY14,100000,10000,16600000,1000000,4887.645833,58651.75,4887.645833,58651.75,5.865175,60,125,false,125,4.5675,-1.43,10.32,4.748478,40,105,1266315.5,1266315.5,1898435,3164750.5,3363873.25,1269048.5,1269048.5,4632921.75,4.5675,6.35,1.7825,1000000,58000,632499.9,242835.05,933334.95,350400,582934.95,5274697,71508,0,105000,58651.75,58651.75,1120370.75,0,0,958869.5,61943.25,491964.25,1135477.75,73188.75,1898435,1266315.5,60,125
AGE65_10PAY_PY14,65,10,10 Years,14,79,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,56,A56 10 Years / PY14,100000,10000,16600000,1000000,5273.583333,63283,5273.583333,63283,6.3283,60,125,false,125,4.61,-1.43,10.32,4.766131,40,105,1323383,1323383,1926832,3250215,3458288,1326239,1326239,4784527,4.61,6.35,1.74,1000000,58000,632499.9,252764.8,943264.7,350400,592864.7,5189836,71508,0,105000,63283,63283,1180413,0,0,970425,65234,454483,1192422,76486,1926832,1323383,60,125
AGE65_10PAY_PY15,65,10,10 Years,15,80,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,46,A46 10 Years / PY15,100000,10000,16600000,1000000,5589.166667,67070,5589.166667,67070,6.707,60,125,false,125,4.65,-1.43,10.32,4.800535,40,105,1390878,1390878,1962831,3353709,3572398,1393881,1393881,4966279,4.65,6.35,1.7,1000000,58000,632499.9,263930.71,954430.61,350400,604030.61,5100136,71508,0,105000,67070,67070,1249498,0,0,970425,69126,412540,1259774,80387,1962831,1390878,60,125
AGE65_10PAY_PY16,65,10,10 Years,16,81,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,5966.083333,71593,5966.083333,71593,7.1593,60,125,false,125,4.68,-1.43,10.32,4.857552,40,105,1471476.2,1471476.2,2009969,3481445.2,3712846.4,1474653,1474653,5187499.4,4.68,6.35,1.67,1000000,58000,632499.9,276362.4,966862.3,350400,616462.3,5008597.6,71508,0,105000,71593,71593,1279835.6,0,0,970425,73776.4,366571.2,1340182.6,85047.8,2009969,1471476.2,60,125
AGE65_10PAY_PY17,65,10,10 Years,17,82,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,6343,76116,6343,76116,7.6116,60,125,false,125,4.71,-1.43,10.32,4.89835,40,105,1552074.4,1552074.4,2047777.4,3599851.8,3843945.8,1555425,1555425,5399370.8,4.71,6.35,1.64,1000000,58000,632499.9,288794.08,979293.98,350400,628893.98,4917059.2,71508,0,105000,76116,76116,1343581.4,0,0,970425,78425.6,311291.6,1420591.2,89706.8,2047777.4,1552074.4,60,125
